race_id,race_date,race_time,track,race_number,distance_m,grade,race_type,dog_name,dog_url,trap,finish_pos,btn,bend_pos,comments,age_sex,trainer,isp,sp_decimal,run_time,split_time,tfr,forecast_gbp,tricast_gbp,going_allowance,source_url
1325260,2025-10-12,13:26,Sunderland,,261,D2,Flat,MURPHYS COCO,https://www.timeform.com/greyhound-racing/greyhound-form/murphys-coco/95185,3,6,2¼,3-5-,Crd1,4b,G Strike,1/1f,2.68,0.0,0.0,27,20.89,105.39,0.0,https://www.timeform.com/greyhound-racing/results/sunderland/1326/2025-10-12/1325260
1325262,2025-10-12,13:59,Sunderland,,261,D3,Flat,SLEEPY BALE,https://www.timeform.com/greyhound-racing/greyhound-form/sleepy-bale/98235,6,1,-,2-2-,"Wide,LedRunIn",4d,P Miller,7/4,3.13,0.0,0.0,88,26.4,63.34,0.0,https://www.timeform.com/greyhound-racing/results/sunderland/1359/2025-10-12/1325262
1325262,2025-10-12,13:59,Sunderland,,261,D3,Flat,SHREWD LOCATION,https://www.timeform.com/greyhound-racing/greyhound-form/shrewd-location/97472,4,2,2½,1-1-,"QAw,LedToRunIn",4d,E Y Bell,12/1,26.86,0.0,0.0,71,26.4,63.34,0.0,https://www.timeform.com/greyhound-racing/results/sunderland/1359/2025-10-12/1325262
1325262,2025-10-12,13:59,Sunderland,,261,D3,Flat,EMERS MACIE,https://www.timeform.com/greyhound-racing/greyhound-form/emers-macie/95490,1,3,¾,6-4-,ClearRun,4b,D Blackbird,5/2,4.42,0.0,0.0,65,26.4,63.34,0.0,https://www.timeform.com/greyhound-racing/results/sunderland/1359/2025-10-12/1325262
1325262,2025-10-12,13:59,Sunderland,,261,D3,Flat,MONLEEK JAKARTA,https://www.timeform.com/greyhound-racing/greyhound-form/monleek-jakarta/104182,3,4,1¾,3-6-,Bmp1,3d,D Blackbird,11/8f,3.1,0.0,0.0,56,26.4,63.34,0.0,https://www.timeform.com/greyhound-racing/results/sunderland/1359/2025-10-12/1325262
1325262,2025-10-12,13:59,Sunderland,,261,D3,Flat,CATCH YOU LATER,https://www.timeform.com/greyhound-racing/greyhound-form/catch-you-later/97627,2,5,1¼,5-3-,Bmp1,4b,E Y Bell,9/1,9.31,0.0,0.0,48,26.4,63.34,0.0,https://www.timeform.com/greyhound-racing/results/sunderland/1359/2025-10-12/1325262
1325262,2025-10-12,13:59,Sunderland,,261,D3,Flat,BLUE HOPE,https://www.timeform.com/greyhound-racing/greyhound-form/blue-hope/93547,5,6,sh,4-5-,Crd1,4b,M J Fieldson,33/1,120.0,0.0,0.0,47,26.4,63.34,0.0,https://www.timeform.com/greyhound-racing/results/sunderland/1359/2025-10-12/1325262
1325261,2025-10-12,13:42,Sunderland,,450,A4,Flat,BOGGER BUDDY,https://www.timeform.com/greyhound-racing/greyhound-form/bogger-buddy/99375,3,1,-,1122,Led4,3d,G A Stark,9/2,7.71,27.89,5.02,65,27.92,0.0,0.0,https://www.timeform.com/greyhound-racing/results/sunderland/1342/2025-10-12/1325261
1325261,2025-10-12,13:42,Sunderland,,450,A4,Flat,TIMMYTHECOLLAR,https://www.timeform.com/greyhound-racing/greyhound-form/timmythecollar/108573,5,2,hd,5543,RanOn,2d,S Linley,4/1,5.79,27.91,5.13,64,27.92,0.0,0.0,https://www.timeform.com/greyhound-racing/results/sunderland/1342/2025-10-12/1325261
1325261,2025-10-12,13:42,Sunderland,,450,A4,Flat,MURHUR BOLGER,https://www.timeform.com/greyhound-racing/greyhound-form/murhur-bolger/109694,4,3,2,4311,"Bmp1,Led2ToVWide4",2d,D Blackbird,11/2,9.22,28.08,5.07,60,27.92,0.0,0.0,https://www.timeform.com/greyhound-racing/results/sunderland/1342/2025-10-12/1325261
1325261,2025-10-12,13:42,Sunderland,,450,A4,Flat,GUTSY ELLY,https://www.timeform.com/greyhound-racing/greyhound-form/gutsy-elly/97350,6,4,5¾,3455,"Wide,Bmp1",4b,S Linley,6/1,10.51,28.54,5.04,36,27.92,0.0,0.0,https://www.timeform.com/greyhound-racing/results/sunderland/1342/2025-10-12/1325261
1325261,2025-10-12,13:42,Sunderland,,450,A4,Flat,MARLFIELD FIFI,https://www.timeform.com/greyhound-racing/greyhound-form/marlfield-fifi/105853,2,5,10,2234,"LedRunUpTo2,Ck 1/2,(ReQul)",2b,G A Stark,4/5f,2.1,29.34,4.97,0,27.92,0.0,0.0,https://www.timeform.com/greyhound-racing/results/sunderland/1342/2025-10-12/1325261
1325263,2025-10-12,14:14,Sunderland,,450,A8,Flat,GROVESHILL FLARE,https://www.timeform.com/greyhound-racing/greyhound-form/groveshill-flare/107264,6,1,-,3111,"Wide,Led2",3b,D Blackbird,5/1,8.1,28.11,5.08,54,19.44,93.32,0.0,https://www.timeform.com/greyhound-racing/results/sunderland/1414/2025-10-12/1325263
1325263,2025-10-12,14:14,Sunderland,,450,A8,Flat,LONG BONNIE,https://www.timeform.com/greyhound-racing/greyhound-form/long-bonnie/109657,3,2,½,1222,LedTo1&Crd,2b,C Mcnicholas,13/8f,3.02,28.16,5.08,56,19.44,93.32,0.0,https://www.timeform.com/greyhound-racing/results/sunderland/1414/2025-10-12/1325263
1325263,2025-10-12,14:14,Sunderland,,450,A8,Flat,WEE TINY,https://www.timeform.com/greyhound-racing/greyhound-form/wee-tiny/95757,2,3,2½,4565,RanOn,4b,G Strike,12/1,18.09,28.35,5.23,42,19.44,93.32,0.0,https://www.timeform.com/greyhound-racing/results/sunderland/1414/2025-10-12/1325263
1325263,2025-10-12,14:14,Sunderland,,450,A8,Flat,FRUITY BETS,https://www.timeform.com/greyhound-racing/greyhound-form/fruity-bets/108966,5,4,1¾,5434,VSAw,1b,D Blackbird,5/2,4.1,28.5,5.26,34,19.44,93.32,0.0,https://www.timeform.com/greyhound-racing/results/sunderland/1414/2025-10-12/1325263
1325263,2025-10-12,14:14,Sunderland,,450,A8,Flat,MORE ICE SULLY,https://www.timeform.com/greyhound-racing/greyhound-form/more-ice-sully/103575,1,5,sh,6656,"RlsToMid,ClearRun",2b,P Miller,6/1,9.93,28.51,5.32,33,19.44,93.32,0.0,https://www.timeform.com/greyhound-racing/results/sunderland/1414/2025-10-12/1325263
1325263,2025-10-12,14:14,Sunderland,,450,A8,Flat,DELLSER CASSIE,https://www.timeform.com/greyhound-racing/greyhound-form/dellser-cassie/106853,4,6,1¼,2343,Bmp1,2b,P Miller,7/2,6.35,28.61,5.08,32,19.44,93.32,0.0,https://www.timeform.com/greyhound-racing/results/sunderland/1414/2025-10-12/1325263
1325527,2025-10-12,10:57,Valley,2,260,D3,Flat,TOBERGAL GEM,https://www.timeform.com/greyhound-racing/greyhound-form/tobergal-gem/102790,2,1,-,2-1-,"EP,FinWell,Rls",3b,A L Jeffery,5/4f,3.18,0.0,0.0,101,12.95,0.0,0.0,https://www.timeform.com/greyhound-racing/results/valley/1057/2025-10-12/1325527
1325527,2025-10-12,10:57,Valley,2,260,D3,Flat,MILLBANK LOLLY,https://www.timeform.com/greyhound-racing/greyhound-form/millbank-lolly/106884,6,2,1,5-2-,"VSAw,RnOn,Wide",2b,A L Jeffery,7/1,9.84,0.0,0.0,92,12.95,0.0,0.0,https://www.timeform.com/greyhound-racing/results/valley/1057/2025-10-12/1325527
1325527,2025-10-12,10:57,Valley,2,260,D3,Flat,BLUE SMURF,https://www.timeform.com/greyhound-racing/greyhound-form/blue-smurf/97830,3,3,1¼,3-3-,"Crd1,Mid",4d,A N J Morgan,6/1,8.71,0.0,0.0,80,12.95,0.0,0.0,https://www.timeform.com/greyhound-racing/results/valley/1057/2025-10-12/1325527
1325527,2025-10-12,10:57,Valley,2,260,D3,Flat,FARADAYS PETAL,https://www.timeform.com/greyhound-racing/greyhound-form/faradays-petal/108357,5,4,2¾,1-4-,"QAw,Crd1,Mid",2b,C Darch,10/3,5.53,0.0,0.0,56,12.95,0.0,0.0,https://www.timeform.com/greyhound-racing/results/valley/1057/2025-10-12/1325527
1325527,2025-10-12,10:57,Valley,2,260,D3,Flat,CROKERS MATE,https://www.timeform.com/greyhound-racing/greyhound-form/crokers-mate/108438,4,5,1¾,4-5-,"Crd1,Mid",2d,S P White,2/1,3.75,0.0,0.0,42,12.95,0.0,0.0,https://www.timeform.com/greyhound-racing/results/valley/1057/2025-10-12/1325527
1325526,2025-10-12,10:41,Valley,1,260,D4,Flat,KNOCK ZEUS,https://www.timeform.com/greyhound-racing/greyhound-form/knock-zeus/90901,6,1,-,3-2-,"FinWell,Wide",4d,D S Davy,6/4f,3.3,0.0,0.0,83,8.37,37.85,0.0,https://www.timeform.com/greyhound-racing/results/valley/1041/2025-10-12/1325526
1325526,2025-10-12,10:41,Valley,1,260,D4,Flat,SUNNYBANK FOX,https://www.timeform.com/greyhound-racing/greyhound-form/sunnybank-fox/103176,1,2,sh,2-3-,"EP,Eased1,ChlNrLn,Rls",3d,C Darch,10/3,5.4,0.0,0.0,81,8.37,37.85,0.0,https://www.timeform.com/greyhound-racing/results/valley/1041/2025-10-12/1325526
1325526,2025-10-12,10:41,Valley,1,260,D4,Flat,RUNAWAY MAY,https://www.timeform.com/greyhound-racing/greyhound-form/runaway-may/97832,3,3,1½,1-1-,QAw,4b,A N J Morgan,10/1,23.86,0.0,0.0,66,8.37,37.85,0.0,https://www.timeform.com/greyhound-racing/results/valley/1041/2025-10-12/1325526
1325526,2025-10-12,10:41,Valley,1,260,D4,Flat,HOPES QUEEN,https://www.timeform.com/greyhound-racing/greyhound-form/hopes-queen/98033,4,4,1,5-5-,"SAw,Wide",4b,A L Jeffery,8/1,18.9,0.0,0.0,57,8.37,37.85,0.0,https://www.timeform.com/greyhound-racing/results/valley/1041/2025-10-12/1325526
1325526,2025-10-12,10:41,Valley,1,260,D4,Flat,POKER ACES,https://www.timeform.com/greyhound-racing/greyhound-form/poker-aces/103294,2,5,hd,4-4-,"EvCh,Mid",2b,C Darch,4/1,6.53,0.0,0.0,54,8.37,37.85,0.0,https://www.timeform.com/greyhound-racing/results/valley/1041/2025-10-12/1325526
1325526,2025-10-12,10:41,Valley,1,260,D4,Flat,SKERRIES MILE,https://www.timeform.com/greyhound-racing/greyhound-form/skerries-mile/101551,5,6,2,6-6-,"SAw,Wide",3d,A L Jeffery,2/1,3.85,0.0,0.0,40,8.37,37.85,0.0,https://www.timeform.com/greyhound-racing/results/valley/1041/2025-10-12/1325526
1325259,2025-10-12,13:08,Sunderland,,450,HP,Flat,MID TIPP JACKO,https://www.timeform.com/greyhound-racing/greyhound-form/mid-tipp-jacko/108459,4,1,-,4221,"R6 Bmp2,Led3",2d,E Y Bell,5/1,7.82,0.0,0.0,63,23.93,49.0,0.0,https://www.timeform.com/greyhound-racing/results/sunderland/1308/2025-10-12/1325259
1325259,2025-10-12,13:08,Sunderland,,450,HP,Flat,SURPRISE BLUE,https://www.timeform.com/greyhound-racing/greyhound-form/surprise-blue/105830,6,2,sh,6643,Scr RanOn,2d,G A Stark,5/2,3.96,0.0,0.0,87,23.93,49.0,0.0,https://www.timeform.com/greyhound-racing/results/sunderland/1308/2025-10-12/1325259
1325259,2025-10-12,13:08,Sunderland,,450,HP,Flat,RUSSMUR JOSH,https://www.timeform.com/greyhound-racing/greyhound-form/russmur-josh/105547,5,3,1¼,5434,"R5 FcdToCk4,RanOn",2d,S Linley,15/8f,3.45,0.0,0.0,64,23.93,49.0,0.0,https://www.timeform.com/greyhound-racing/results/sunderland/1308/2025-10-12/1325259
1325259,2025-10-12,13:08,Sunderland,,450,HP,Flat,DANIELLE BE FAST,https://www.timeform.com/greyhound-racing/greyhound-form/danielle-be-fast/104440,2,4,½,2366,R10 Bmp2,3b,D Blackbird,5/2,4.14,0.0,0.0,43,23.93,49.0,0.0,https://www.timeform.com/greyhound-racing/results/sunderland/1308/2025-10-12/1325259
1325259,2025-10-12,13:08,Sunderland,,450,HP,Flat,CHOCTAW HUSHI,https://www.timeform.com/greyhound-racing/greyhound-form/choctaw-hushi/88351,3,5,¾,3555,"R10 Wide,ClearRun",5b,C Mcnicholas,12/1,23.79,0.0,0.0,36,23.93,49.0,0.0,https://www.timeform.com/greyhound-racing/results/sunderland/1308/2025-10-12/1325259
1325259,2025-10-12,13:08,Sunderland,,450,HP,Flat,LILLIES BUBBLES,https://www.timeform.com/greyhound-racing/greyhound-form/lillies-bubbles/103589,1,6,1¼,1112,R15 LedTo3,2b,P Miller,8/1,12.48,0.0,0.0,11,23.93,49.0,0.0,https://www.timeform.com/greyhound-racing/results/sunderland/1308/2025-10-12/1325259
1325529,2025-10-12,11:29,Valley,4,460,A1,Flat,DA BOLD PARIS,https://www.timeform.com/greyhound-racing/greyhound-form/da-bold-paris/109012,3,1,-,1111,"QAw,ALed,Mid",2b,M A Thomas,9/4,4.2,28.12,5.5,107,13.78,0.0,0.0,https://www.timeform.com/greyhound-racing/results/valley/1129/2025-10-12/1325529
1325529,2025-10-12,11:29,Valley,4,460,A1,Flat,MARLFIELD DIAZ,https://www.timeform.com/greyhound-racing/greyhound-form/marlfield-diaz/90199,4,2,1,2322,"Crd1,Mid",4d,D S Davy,4/1,5.22,28.2,5.56,106,13.78,0.0,0.0,https://www.timeform.com/greyhound-racing/results/valley/1129/2025-10-12/1325529
1325529,2025-10-12,11:29,Valley,4,460,A1,Flat,BARNTOWN BOND,https://www.timeform.com/greyhound-racing/greyhound-form/barntown-bond/94301,5,3,1½,4443,"SAw,Wide",4d,S P White,7/4jf,3.57,28.32,5.56,102,13.78,0.0,0.0,https://www.timeform.com/greyhound-racing/results/valley/1129/2025-10-12/1325529
1325529,2025-10-12,11:29,Valley,4,460,A1,Flat,DROOPYS NIJINSKY,https://www.timeform.com/greyhound-racing/greyhound-form/droopys-nijinsky/96061,1,4,2½,3234,"Crd1,Rls",3d,D S Davy,7/4jf,3.45,28.52,5.56,96,13.78,0.0,0.0,https://www.timeform.com/greyhound-racing/results/valley/1129/2025-10-12/1325529
1325528,2025-10-12,11:13,Valley,3,260,D5,Flat,HOME COLLEEN,https://www.timeform.com/greyhound-racing/greyhound-form/home-colleen/108495,5,1,-,1-1-,"QAw,ALed,Mid",3b,A N J Morgan,2/1,4.1,0.0,0.0,97,11.05,20.52,0.0,https://www.timeform.com/greyhound-racing/results/valley/1113/2025-10-12/1325528
1325528,2025-10-12,11:13,Valley,3,260,D5,Flat,LEAHS MOLLY,https://www.timeform.com/greyhound-racing/greyhound-form/leahs-molly/99025,4,2,1½,3-2-,"EP,Mid",3b,A L Jeffery,11/4,4.94,0.0,0.0,84,11.05,20.52,0.0,https://www.timeform.com/greyhound-racing/results/valley/1113/2025-10-12/1325528
1325528,2025-10-12,11:13,Valley,3,260,D5,Flat,MISS ESKE,https://www.timeform.com/greyhound-racing/greyhound-form/miss-eske/98641,1,3,1,2-3-,"EP,Crd1",3b,A N J Morgan,7/4f,3.77,0.0,0.0,75,11.05,20.52,0.0,https://www.timeform.com/greyhound-racing/results/valley/1113/2025-10-12/1325528
1325528,2025-10-12,11:13,Valley,3,260,D5,Flat,LIVINGONAPRAYER,https://www.timeform.com/greyhound-racing/greyhound-form/livingonaprayer/103295,6,4,1,4-4-,MidTWide,2b,C Darch,7/1,10.47,0.0,0.0,66,11.05,20.52,0.0,https://www.timeform.com/greyhound-racing/results/valley/1113/2025-10-12/1325528
1325528,2025-10-12,11:13,Valley,3,260,D5,Flat,GENEVA JOSIE,https://www.timeform.com/greyhound-racing/greyhound-form/geneva-josie/97033,2,5,¾,5-6-,Crd1,3b,A N J Morgan,4/1,7.25,0.0,0.0,59,11.05,20.52,0.0,https://www.timeform.com/greyhound-racing/results/valley/1113/2025-10-12/1325528
1325528,2025-10-12,11:13,Valley,3,260,D5,Flat,ANTONS ANNA,https://www.timeform.com/greyhound-racing/greyhound-form/antons-anna/101379,3,6,2,6-5-,SAw,3b,A N J Morgan,14/1,41.48,0.0,0.0,42,11.05,20.52,0.0,https://www.timeform.com/greyhound-racing/results/valley/1113/2025-10-12/1325528
1325530,2025-10-12,11:47,Valley,5,260,D3,Flat,PURE PANFILA,https://www.timeform.com/greyhound-racing/greyhound-form/pure-panfila/102292,5,1,-,1-1-,"QAw,ALed,Mid",3d,A N J Morgan,10/3,6.16,0.0,0.0,112,14.69,56.82,0.0,https://www.timeform.com/greyhound-racing/results/valley/1147/2025-10-12/1325530
1325530,2025-10-12,11:47,Valley,5,260,D3,Flat,BOGLANE JOE,https://www.timeform.com/greyhound-racing/greyhound-form/boglane-joe/109062,1,2,1½,5-2-,"SAw,RnOn,Rls",3d,D S Davy,7/4f,3.75,0.0,0.0,98,14.69,56.82,0.0,https://www.timeform.com/greyhound-racing/results/valley/1147/2025-10-12/1325530
1325530,2025-10-12,11:47,Valley,5,260,D3,Flat,CROKERS ANTON,https://www.timeform.com/greyhound-racing/greyhound-form/crokers-anton/102322,2,3,5¾,3-3-,"Crd1,Mid",3d,A N J Morgan,7/1,19.52,0.0,0.0,47,14.69,56.82,0.0,https://www.timeform.com/greyhound-racing/results/valley/1147/2025-10-12/1325530
1325530,2025-10-12,11:47,Valley,5,260,D3,Flat,PURE PAORA,https://www.timeform.com/greyhound-racing/greyhound-form/pure-paora/102291,6,4,2¼,4-4-,"Crd1,Wide",3b,A N J Morgan,14/1,30.17,0.0,0.0,36,14.69,56.82,0.0,https://www.timeform.com/greyhound-racing/results/valley/1147/2025-10-12/1325530
1325530,2025-10-12,11:47,Valley,5,260,D3,Flat,BAGGIOS GIZMO,https://www.timeform.com/greyhound-racing/greyhound-form/baggios-gizmo/100531,4,5,2½,2-5-,"FcdTCk1,Mid",3d,A L Jeffery,11/4,4.67,0.0,0.0,26,14.69,56.82,0.0,https://www.timeform.com/greyhound-racing/results/valley/1147/2025-10-12/1325530
1325530,2025-10-12,11:47,Valley,5,260,D3,Flat,SUDDEN BOLT,https://www.timeform.com/greyhound-racing/greyhound-form/sudden-bolt/109708,3,6,dis,0-0-,Crd&Fell1,2d,D S Davy,9/4,3.87,0.0,0.0,0,14.69,56.82,0.0,https://www.timeform.com/greyhound-racing/results/valley/1147/2025-10-12/1325530
1325532,2025-10-12,12:21,Valley,7,460,A5,Flat,HAWKFIELD ZOOM,https://www.timeform.com/greyhound-racing/greyhound-form/hawkfield-zoom/107075,3,1,-,1121,"QAw,ALed,MidTWide",2b,A N J Morgan,2/1,3.94,28.5,5.65,93,11.81,45.98,0.0,https://www.timeform.com/greyhound-racing/results/valley/1221/2025-10-12/1325532
1325532,2025-10-12,12:21,Valley,7,460,A5,Flat,COUNTRY SKIPPER,https://www.timeform.com/greyhound-racing/greyhound-form/country-skipper/105364,1,2,5½,3333,"EvCh,Rls",3d,A N J Morgan,4/1,6.03,28.95,5.73,79,11.81,45.98,0.0,https://www.timeform.com/greyhound-racing/results/valley/1221/2025-10-12/1325532
1325532,2025-10-12,12:21,Valley,7,460,A5,Flat,FERNDALE TRICKS,https://www.timeform.com/greyhound-racing/greyhound-form/ferndale-tricks/100733,2,3,1¼,5212,"EvCh,RlsTMid",4b,C Darch,7/1,10.45,29.05,5.74,76,11.81,45.98,0.0,https://www.timeform.com/greyhound-racing/results/valley/1221/2025-10-12/1325532
1325532,2025-10-12,12:21,Valley,7,460,A5,Flat,CONFEY SILE,https://www.timeform.com/greyhound-racing/greyhound-form/confey-sile/101607,5,4,½,2665,"Crd1,Wide",3b,D S Davy,10/11f,2.19,29.09,5.73,75,11.81,45.98,0.0,https://www.timeform.com/greyhound-racing/results/valley/1221/2025-10-12/1325532
1325532,2025-10-12,12:21,Valley,7,460,A5,Flat,PANDY DAISEY,https://www.timeform.com/greyhound-racing/greyhound-form/pandy-daisey/102511,4,5,1½,6544,SAw,3b,C Darch,12/1,24.0,29.21,5.79,72,11.81,45.98,0.0,https://www.timeform.com/greyhound-racing/results/valley/1221/2025-10-12/1325532
1325532,2025-10-12,12:21,Valley,7,460,A5,Flat,FINSCEAL FENTON,https://www.timeform.com/greyhound-racing/greyhound-form/finsceal-fenton/109092,6,6,6¼,4456,"Crd1,Wide",2d,M A Thomas,20/1,44.0,0.0,0.0,66,11.81,45.98,0.0,https://www.timeform.com/greyhound-racing/results/valley/1221/2025-10-12/1325532
1325531,2025-10-12,12:04,Valley,6,260,D4,Flat,CASCADE TESS,https://www.timeform.com/greyhound-racing/greyhound-form/cascade-tess/96068,2,1,-,2-1-,"EP,LedFr1,Rls",4b,A N J Morgan,2/1,4.41,0.0,0.0,99,42.67,0.0,0.0,https://www.timeform.com/greyhound-racing/results/valley/1204/2025-10-12/1325531
1325531,2025-10-12,12:04,Valley,6,260,D4,Flat,COMER SAMANTA,https://www.timeform.com/greyhound-racing/greyhound-form/comer-samanta/109302,3,2,¾,1-2-,"QAw,Mid",3b,A N J Morgan,20/1,64.29,0.0,0.0,93,42.67,0.0,0.0,https://www.timeform.com/greyhound-racing/results/valley/1204/2025-10-12/1325531
1325531,2025-10-12,12:04,Valley,6,260,D4,Flat,PANDY JENSON,https://www.timeform.com/greyhound-racing/greyhound-form/pandy-jenson/97126,5,3,1¾,4-4-,"SAw,Wide",4d,C Darch,8/1,21.0,0.0,0.0,77,42.67,0.0,0.0,https://www.timeform.com/greyhound-racing/results/valley/1204/2025-10-12/1325531
1325531,2025-10-12,12:04,Valley,6,260,D4,Flat,FARADAYS LARRY,https://www.timeform.com/greyhound-racing/greyhound-form/faradays-larry/108356,6,4,½,3-3-,"FcdTCk1,Wide",2d,C Darch,8/13f,1.68,0.0,0.0,72,42.67,0.0,0.0,https://www.timeform.com/greyhound-racing/results/valley/1204/2025-10-12/1325531
1325531,2025-10-12,12:04,Valley,6,260,D4,Flat,COMER SUE,https://www.timeform.com/greyhound-racing/greyhound-form/comer-sue/109170,1,5,½,5-5-,"SAw,Mid",2b,A N J Morgan,5/1,7.88,0.0,0.0,68,42.67,0.0,0.0,https://www.timeform.com/greyhound-racing/results/valley/1204/2025-10-12/1325531
1325533,2025-10-12,12:38,Valley,8,260,D1,Flat,SEEKING TIMES,https://www.timeform.com/greyhound-racing/greyhound-form/seeking-times/107712,4,1,-,4-1-,"LedFr1,Wide",3d,D S Davy,5/4f,2.76,0.0,0.0,138,4.16,0.0,0.0,https://www.timeform.com/greyhound-racing/results/valley/1238/2025-10-12/1325533
1325533,2025-10-12,12:38,Valley,8,260,D1,Flat,HAWKFIELD DASH,https://www.timeform.com/greyhound-racing/greyhound-form/hawkfield-dash/108914,6,2,2,1-2-,Wide,2d,M Simpson,6/4,3.27,0.0,0.0,120,4.16,0.0,0.0,https://www.timeform.com/greyhound-racing/results/valley/1238/2025-10-12/1325533
1325533,2025-10-12,12:38,Valley,8,260,D1,Flat,PANDY SID,https://www.timeform.com/greyhound-racing/greyhound-form/pandy-sid/103773,1,3,6¼,3-4-,"Crd1&2,Rls",2d,C Darch,7/1,11.55,0.0,0.0,63,4.16,0.0,0.0,https://www.timeform.com/greyhound-racing/results/valley/1238/2025-10-12/1325533
1325533,2025-10-12,12:38,Valley,8,260,D1,Flat,CATHALS ROCK,https://www.timeform.com/greyhound-racing/greyhound-form/cathals-rock/103119,2,4,¾,2-5-,"Crd1&2,Rls",3d,A N J Morgan,14/1,27.99,0.0,0.0,57,4.16,0.0,0.0,https://www.timeform.com/greyhound-racing/results/valley/1238/2025-10-12/1325533
1325533,2025-10-12,12:38,Valley,8,260,D1,Flat,TRI BELLA,https://www.timeform.com/greyhound-racing/greyhound-form/tri-bella/109381,5,5,½,5-3-,"Crd1,Wide",2b,D S Davy,5/2,4.7,0.0,0.0,52,4.16,0.0,0.0,https://www.timeform.com/greyhound-racing/results/valley/1238/2025-10-12/1325533
1325534,2025-10-12,12:54,Valley,9,460,A3,Flat,BLUEJIG AOIFE,https://www.timeform.com/greyhound-racing/greyhound-form/bluejig-aoife/107057,2,1,-,2111,"EP,SoonLed,Rls",2b,D S Davy,1/3f,1.5,28.55,5.67,92,5.02,0.0,0.0,https://www.timeform.com/greyhound-racing/results/valley/1254/2025-10-12/1325534
1325534,2025-10-12,12:54,Valley,9,460,A3,Flat,TOEMS HOUR,https://www.timeform.com/greyhound-racing/greyhound-form/toems-hour/100788,3,2,4,4222,"SAw,Mid",4b,A N J Morgan,8/1,16.63,28.87,5.75,82,5.02,0.0,0.0,https://www.timeform.com/greyhound-racing/results/valley/1254/2025-10-12/1325534
1325534,2025-10-12,12:54,Valley,9,460,A3,Flat,HAWKFIELD ELVIS,https://www.timeform.com/greyhound-racing/greyhound-form/hawkfield-elvis/106353,6,3,1¼,3443,"Crd2,RnOn,MidTWide",2d,A N J Morgan,5/1,8.06,28.97,5.72,79,5.02,0.0,0.0,https://www.timeform.com/greyhound-racing/results/valley/1254/2025-10-12/1325534
1325534,2025-10-12,12:54,Valley,9,460,A3,Flat,SHES DRAMATIC,https://www.timeform.com/greyhound-racing/greyhound-form/shes-dramatic/102391,4,4,2¼,5534,"SAw,Mid",3b,A N J Morgan,20/1,33.29,29.15,5.75,74,5.02,0.0,0.0,https://www.timeform.com/greyhound-racing/results/valley/1254/2025-10-12/1325534
1325534,2025-10-12,12:54,Valley,9,460,A3,Flat,CILL DUBH MINNIE,https://www.timeform.com/greyhound-racing/greyhound-form/cill-dubh-minnie/102798,5,5,dis,1355,"QAw,Crd2,Blk&Fell3",3b,D S Davy,5/1,7.02,0.0,5.67,0,5.02,0.0,0.0,https://www.timeform.com/greyhound-racing/results/valley/1254/2025-10-12/1325534
1325535,2025-10-12,13:12,Valley,10,260,D5,Flat,TOBERGAL DENISE,https://www.timeform.com/greyhound-racing/greyhound-form/tobergal-denise/98642,4,1,-,1-2-,"QAw,FinWell,Mid",3b,A L Jeffery,7/4f,3.66,0.0,0.0,74,7.35,0.0,0.0,https://www.timeform.com/greyhound-racing/results/valley/1312/2025-10-12/1325535
1325535,2025-10-12,13:12,Valley,10,260,D5,Flat,BATTLE LASS,https://www.timeform.com/greyhound-racing/greyhound-form/battle-lass/101858,3,2,sh,3-1-,"LedFr1ToNrLn,Mid",3b,A N J Morgan,9/4,3.59,0.0,0.0,72,7.35,0.0,0.0,https://www.timeform.com/greyhound-racing/results/valley/1312/2025-10-12/1325535
1325535,2025-10-12,13:12,Valley,10,260,D5,Flat,PANDY DAFFY,https://www.timeform.com/greyhound-racing/greyhound-form/pandy-daffy/102510,2,3,4¼,5-3-,FcdTCk1,3d,C Darch,9/4,4.68,0.0,0.0,39,7.35,0.0,0.0,https://www.timeform.com/greyhound-racing/results/valley/1312/2025-10-12/1325535
1325535,2025-10-12,13:12,Valley,10,260,D5,Flat,KILBRIDE DAISY,https://www.timeform.com/greyhound-racing/greyhound-form/kilbride-daisy/108782,6,4,8¼,4-4-,Bmp1,2b,A N J Morgan,7/1,12.54,0.0,0.0,0,7.35,0.0,0.0,https://www.timeform.com/greyhound-racing/results/valley/1312/2025-10-12/1325535
1325535,2025-10-12,13:12,Valley,10,260,D5,Flat,LADY SMITH,https://www.timeform.com/greyhound-racing/greyhound-form/lady-smith/108786,5,5,dis,2-5-,Bmp&Fell1,3b,A N J Morgan,4/1,5.73,0.0,0.0,0,7.35,0.0,0.0,https://www.timeform.com/greyhound-racing/results/valley/1312/2025-10-12/1325535
1325136,2025-10-12,11:18,Yarmouth,2,462,BAGS A3,Flat,TRAVEL SAFE,https://www.timeform.com/greyhound-racing/greyhound-form/travel-safe/108080,1,1,-,4111,,2b,C R Morris,15/8f,3.25,27.78,5.28,96,11.36,22.1,0.0,https://www.timeform.com/greyhound-racing/results/yarmouth/1118/2025-10-12/1325136
1325136,2025-10-12,11:18,Yarmouth,2,462,BAGS A3,Flat,FLEETWOOD BREEZE,https://www.timeform.com/greyhound-racing/greyhound-form/fleetwood-breeze/108073,6,2,½,2332,,2b,I J Barnard,4/1,7.0,27.83,5.38,94,11.36,22.1,0.0,https://www.timeform.com/greyhound-racing/results/yarmouth/1118/2025-10-12/1325136
