race_id,race_date,race_time,track,race_number,distance_m,grade,race_type,dog_name,dog_url,trap,finish_pos,btn,bend_pos,comments,age_sex,trainer,isp,sp_decimal,run_time,split_time,tfr,forecast_gbp,tricast_gbp,going_allowance,source_url
1325313,2025-10-12,10:48,Doncaster,2,275,D1,Flat,SHACKELTON ACE,https://www.timeform.com/greyhound-racing/greyhound-form/shackelton-ace/107760,4,1,-,1-1-,"Mid,VQAw,ALed",3d,S Watson,6/1,8.2,0.0,0.0,129,19.62,0.0,0.0,https://www.timeform.com/greyhound-racing/results/doncaster/1048/2025-10-12/1325313
1325313,2025-10-12,10:48,Doncaster,2,275,D1,Flat,CUSHIE ARNIE,https://www.timeform.com/greyhound-racing/greyhound-form/cushie-arnie/108055,5,2,1¼,2-2-,"Mid-Wide,Always2nd",2d,S Watson,4/5f,2.24,0.0,0.0,120,19.62,0.0,0.0,https://www.timeform.com/greyhound-racing/results/doncaster/1048/2025-10-12/1325313
1325313,2025-10-12,10:48,Doncaster,2,275,D1,Flat,LUMINOUS DREAM,https://www.timeform.com/greyhound-racing/greyhound-form/luminous-dream/108059,3,3,4½,5-3-,"Mid-Rls,Bmp1",2b,S Watson,7/4,3.26,0.0,0.0,94,19.62,0.0,0.0,https://www.timeform.com/greyhound-racing/results/doncaster/1048/2025-10-12/1325313
1325313,2025-10-12,10:48,Doncaster,2,275,D1,Flat,GLENGAR AVA,https://www.timeform.com/greyhound-racing/greyhound-form/glengar-ava/105062,1,4,½,4-4-,"Rls,Crd1",3b,V L Clark,8/1,16.97,0.0,0.0,91,19.62,0.0,0.0,https://www.timeform.com/greyhound-racing/results/doncaster/1048/2025-10-12/1325313
1325313,2025-10-12,10:48,Doncaster,2,275,D1,Flat,RAPIDO SPOOKS,https://www.timeform.com/greyhound-racing/greyhound-form/rapido-spooks/93692,2,5,3¼,3-5-,"Rls,Crd1",4b,S J L Lapidge,7/1,16.0,0.0,0.0,69,19.62,0.0,0.0,https://www.timeform.com/greyhound-racing/results/doncaster/1048/2025-10-12/1325313
1325312,2025-10-12,10:32,Doncaster,1,450,B4,Flat,BALYMACKEN ESKE,https://www.timeform.com/greyhound-racing/greyhound-form/balymacken-eske/99915,3,1,-,1111,"Mid-Rls,EP,ALed",3d,D Calvert,2/1jf,3.93,28.58,2.22,77,11.49,0.0,0.0,https://www.timeform.com/greyhound-racing/results/doncaster/1032/2025-10-12/1325312
1325312,2025-10-12,10:32,Doncaster,1,450,B4,Flat,CALGRAY FLYER,https://www.timeform.com/greyhound-racing/greyhound-form/calgray-flyer/101316,1,2,½,2222,"Rls,Bmp1,ChlRnIn",3d,S A Birks,4/1,5.96,28.62,2.29,75,11.49,0.0,0.0,https://www.timeform.com/greyhound-racing/results/doncaster/1032/2025-10-12/1325312
1325312,2025-10-12,10:32,Doncaster,1,450,B4,Flat,MILLHOUSE CHARM,https://www.timeform.com/greyhound-racing/greyhound-form/millhouse-charm/101770,6,3,2¾,3333,Wide,3b,R J Overton,2/1jf,3.34,28.85,2.31,64,11.49,0.0,0.0,https://www.timeform.com/greyhound-racing/results/doncaster/1032/2025-10-12/1325312
1325312,2025-10-12,10:32,Doncaster,1,450,B4,Flat,BALLINABOLA MINI,https://www.timeform.com/greyhound-racing/greyhound-form/ballinabola-mini/101896,2,4,2,4444,"Rls-Mid,Bmp1",3b,S A Birks,7/1,14.3,29.0,2.28,57,11.49,0.0,0.0,https://www.timeform.com/greyhound-racing/results/doncaster/1032/2025-10-12/1325312
1325312,2025-10-12,10:32,Doncaster,1,450,B4,Flat,LINKS BATMAN,https://www.timeform.com/greyhound-racing/greyhound-form/links-batman/97345,4,5,1¼,5555,"Mid,Bmp1",3d,R J Overton,5/2,4.4,29.1,2.31,52,11.49,0.0,0.0,https://www.timeform.com/greyhound-racing/results/doncaster/1032/2025-10-12/1325312
1325314,2025-10-12,11:04,Doncaster,3,275,D3,Flat,ABIGAILS AARON,https://www.timeform.com/greyhound-racing/greyhound-form/abigails-aaron/106605,1,1,-,2-3-,"Rls,LedVNrLn",2d,V L Clark,5/1,7.6,0.0,0.0,84,9.41,0.0,0.0,https://www.timeform.com/greyhound-racing/results/doncaster/1104/2025-10-12/1325314
1325314,2025-10-12,11:04,Doncaster,3,275,D3,Flat,TOMMYS LIGHT,https://www.timeform.com/greyhound-racing/greyhound-form/tommys-light/108054,3,1,-,1-1-,"Mid,ALed",2b,S Watson,11/4,4.21,0.0,0.0,84,9.41,0.0,0.0,https://www.timeform.com/greyhound-racing/results/doncaster/1104/2025-10-12/1325314
1325314,2025-10-12,11:04,Doncaster,3,275,D3,Flat,RELUCTANT DEB,https://www.timeform.com/greyhound-racing/greyhound-form/reluctant-deb/107708,5,3,1,4-4-,Mid-Wide,2b,D Calvert,11/8f,2.8,0.0,0.0,77,9.41,0.0,0.0,https://www.timeform.com/greyhound-racing/results/doncaster/1104/2025-10-12/1325314
1325314,2025-10-12,11:04,Doncaster,3,275,D3,Flat,SLAINE LUNA,https://www.timeform.com/greyhound-racing/greyhound-form/slaine-luna/96664,2,4,2½,5-5-,Mid-Rls,3b,V L Clark,7/1,20.4,0.0,0.0,61,9.41,0.0,0.0,https://www.timeform.com/greyhound-racing/results/doncaster/1104/2025-10-12/1325314
1325314,2025-10-12,11:04,Doncaster,3,275,D3,Flat,SLANEYSIDE TARA,https://www.timeform.com/greyhound-racing/greyhound-form/slaneyside-tara/104899,4,5,¾,3-2-,Mid-Wide,2b,R J Overton,9/4,4.2,0.0,0.0,56,9.41,0.0,0.0,https://www.timeform.com/greyhound-racing/results/doncaster/1104/2025-10-12/1325314
1325315,2025-10-12,11:21,Doncaster,4,275,D3,Flat,KNOCKDUFF LENSON,https://www.timeform.com/greyhound-racing/greyhound-form/knockduff-lenson/93720,5,1,-,4-4-,"Mid-Wide,LedNrLn",4d,D Calvert,5/2jf,4.79,0.0,0.0,93,11.13,0.0,0.0,https://www.timeform.com/greyhound-racing/results/doncaster/1121/2025-10-12/1325315
1325315,2025-10-12,11:21,Doncaster,4,275,D3,Flat,DA REALL SQUAD,https://www.timeform.com/greyhound-racing/greyhound-form/da-reall-squad/94855,6,2,sh,1-1-,"Wide,VQAw,Led-NrLn",4d,D Calvert,5/2jf,4.77,0.0,0.0,92,11.13,0.0,0.0,https://www.timeform.com/greyhound-racing/results/doncaster/1121/2025-10-12/1325315
1325315,2025-10-12,11:21,Doncaster,4,275,D3,Flat,SANDWOOD DAFFY,https://www.timeform.com/greyhound-racing/greyhound-form/sandwood-daffy/106716,4,3,1½,3-3-,"Mid,Chl&FcdTCkRnIn",2b,S Watson,4/1,6.1,0.0,0.0,86,11.13,0.0,0.0,https://www.timeform.com/greyhound-racing/results/doncaster/1121/2025-10-12/1325315
1325315,2025-10-12,11:21,Doncaster,4,275,D3,Flat,DRIVE ON TROUPER,https://www.timeform.com/greyhound-racing/greyhound-form/drive-on-trouper/101768,2,4,1½,2-2-,"Rls-Mid,FcdTCk1",3d,K M Grayson,11/4,4.96,0.0,0.0,75,11.13,0.0,0.0,https://www.timeform.com/greyhound-racing/results/doncaster/1121/2025-10-12/1325315
1325315,2025-10-12,11:21,Doncaster,4,275,D3,Flat,SPARKS CHARM,https://www.timeform.com/greyhound-racing/greyhound-form/sparks-charm/101837,3,5,2¼,5-5-,Mid-Rls,3b,S Watson,3/1,5.0,0.0,0.0,59,11.13,0.0,0.0,https://www.timeform.com/greyhound-racing/results/doncaster/1121/2025-10-12/1325315
1325316,2025-10-12,11:38,Doncaster,5,275,D4,Flat,BURNPARK MARGO,https://www.timeform.com/greyhound-racing/greyhound-form/burnpark-margo/107300,3,1,-,1-1-,"Mid,ALed",2b,S Watson,7/1,9.99,0.0,0.0,75,26.2,0.0,0.0,https://www.timeform.com/greyhound-racing/results/doncaster/1138/2025-10-12/1325316
1325316,2025-10-12,11:38,Doncaster,5,275,D4,Flat,DROMANA STAN,https://www.timeform.com/greyhound-racing/greyhound-form/dromana-stan/99048,6,2,¾,2-2-,"Wide,Always2nd",4d,V L Clark,6/5f,2.42,0.0,0.0,69,26.2,0.0,0.0,https://www.timeform.com/greyhound-racing/results/doncaster/1138/2025-10-12/1325316
1325316,2025-10-12,11:38,Doncaster,5,275,D4,Flat,SWIFT YETI,https://www.timeform.com/greyhound-racing/greyhound-form/swift-yeti/108159,2,3,1,5-4-,Rls-Mid,2b,R J Overton,6/4,3.4,0.0,0.0,63,26.2,0.0,0.0,https://www.timeform.com/greyhound-racing/results/doncaster/1138/2025-10-12/1325316
1325316,2025-10-12,11:38,Doncaster,5,275,D4,Flat,ONTHESAMEPAGE,https://www.timeform.com/greyhound-racing/greyhound-form/onthesamepage/108067,4,4,1¾,3-3-,"Mid,VWide2",2b,S Watson,4/1,6.22,0.0,0.0,51,26.2,0.0,0.0,https://www.timeform.com/greyhound-racing/results/doncaster/1138/2025-10-12/1325316
1325316,2025-10-12,11:38,Doncaster,5,275,D4,Flat,ZENA ON FIRE,https://www.timeform.com/greyhound-racing/greyhound-form/zena-on-fire/96174,5,5,¾,4-5-,Mid,3b,M Haythorne,9/1,36.4,0.0,0.0,47,26.2,0.0,0.0,https://www.timeform.com/greyhound-racing/results/doncaster/1138/2025-10-12/1325316
1325317,2025-10-12,11:54,Doncaster,6,275,D3,Flat,MAHOMES,https://www.timeform.com/greyhound-racing/greyhound-form/mahomes/107772,1,1,-,4-2-,"Rls,LedNrLn",2d,D Calvert,4/1,5.74,0.0,0.0,88,33.02,110.24,0.0,https://www.timeform.com/greyhound-racing/results/doncaster/1154/2025-10-12/1325317
1325317,2025-10-12,11:54,Doncaster,6,275,D3,Flat,BEAUTYS ALIKAT,https://www.timeform.com/greyhound-racing/greyhound-form/beautys-alikat/98429,5,2,nk,1-1-,"Wide,QAw,Led-NrLn",3b,S A Birks,9/2,7.01,0.0,0.0,86,33.02,110.24,0.0,https://www.timeform.com/greyhound-racing/results/doncaster/1154/2025-10-12/1325317
1325317,2025-10-12,11:54,Doncaster,6,275,D3,Flat,ABIGAIL SURPRISE,https://www.timeform.com/greyhound-racing/greyhound-form/abigail-surprise/106606,2,3,1¾,5-5-,Rls-Mid,2b,V L Clark,4/1,6.65,0.0,0.0,73,33.02,110.24,0.0,https://www.timeform.com/greyhound-racing/results/doncaster/1154/2025-10-12/1325317
1325317,2025-10-12,11:54,Doncaster,6,275,D3,Flat,LINKS GLORIA,https://www.timeform.com/greyhound-racing/greyhound-form/links-gloria/96848,3,4,sh,3-3-,Mid-Rls,3b,R J Overton,9/4,4.3,0.0,0.0,73,33.02,110.24,0.0,https://www.timeform.com/greyhound-racing/results/doncaster/1154/2025-10-12/1325317
1325317,2025-10-12,11:54,Doncaster,6,275,D3,Flat,STONEPARK PAM,https://www.timeform.com/greyhound-racing/greyhound-form/stonepark-pam/107866,6,5,1¼,2-4-,Wide,2b,S Watson,2/1f,4.4,0.0,0.0,63,33.02,110.24,0.0,https://www.timeform.com/greyhound-racing/results/doncaster/1154/2025-10-12/1325317
1325317,2025-10-12,11:54,Doncaster,6,275,D3,Flat,BLUE GIRL SADIE,https://www.timeform.com/greyhound-racing/greyhound-form/blue-girl-sadie/103365,4,6,1,6-6-,Mid,2b,K M Grayson,7/1,12.5,0.0,0.0,57,33.02,110.24,0.0,https://www.timeform.com/greyhound-racing/results/doncaster/1154/2025-10-12/1325317
1325319,2025-10-12,12:29,Doncaster,8,275,D3,Flat,SIDE CHICK,https://www.timeform.com/greyhound-racing/greyhound-form/side-chick/106134,3,1,-,3-2-,"Mid-Rls,Crd1,LedNrLn",2b,V L Clark,4/9f,1.79,0.0,0.0,68,13.8,0.0,0.0,https://www.timeform.com/greyhound-racing/results/doncaster/1229/2025-10-12/1325319
1325319,2025-10-12,12:29,Doncaster,8,275,D3,Flat,HARLEM SHUFFLE,https://www.timeform.com/greyhound-racing/greyhound-form/harlem-shuffle/98738,2,2,¾,2-4-,"Rls-Mid,Led1-NrLn",4b,S A Birks,20/1,35.2,0.0,0.0,63,13.8,0.0,0.0,https://www.timeform.com/greyhound-racing/results/doncaster/1229/2025-10-12/1325319
1325319,2025-10-12,12:29,Doncaster,8,275,D3,Flat,EMERS JAZZY,https://www.timeform.com/greyhound-racing/greyhound-form/emers-jazzy/98040,4,3,1,5-5-,"Mid,FcdTCkRnIn",3b,M Haythorne,8/1,15.0,0.0,0.0,58,13.8,0.0,0.0,https://www.timeform.com/greyhound-racing/results/doncaster/1229/2025-10-12/1325319
1325319,2025-10-12,12:29,Doncaster,8,275,D3,Flat,ROYAL FLUSH,https://www.timeform.com/greyhound-racing/greyhound-form/royal-flush/103372,6,4,1,1-1-,"Wide,Led-Crd1",2d,S A Birks,3/1,4.7,0.0,0.0,52,13.8,0.0,0.0,https://www.timeform.com/greyhound-racing/results/doncaster/1229/2025-10-12/1325319
1325319,2025-10-12,12:29,Doncaster,8,275,D3,Flat,SLANEYSIDE JAN,https://www.timeform.com/greyhound-racing/greyhound-form/slaneyside-jan/104900,5,5,1¼,4-3-,"Mid-Wide,Crd1",2b,R J Overton,5/1,8.36,0.0,0.0,43,13.8,0.0,0.0,https://www.timeform.com/greyhound-racing/results/doncaster/1229/2025-10-12/1325319
1325318,2025-10-12,12:12,Doncaster,7,275,D3,Flat,DUGGIES FLYBOY,https://www.timeform.com/greyhound-racing/greyhound-form/duggies-flyboy/106153,2,1,-,1-1-,"Rls-Mid,EP,SnClr",2d,D Calvert,7/4f,3.61,0.0,0.0,107,8.99,0.0,0.0,https://www.timeform.com/greyhound-racing/results/doncaster/1212/2025-10-12/1325318
1325318,2025-10-12,12:12,Doncaster,7,275,D3,Flat,EDENCURRA GAGA,https://www.timeform.com/greyhound-racing/greyhound-form/edencurra-gaga/94552,6,2,5,3-3-,Wide,4b,D Calvert,3/1,5.38,0.0,0.0,74,8.99,0.0,0.0,https://www.timeform.com/greyhound-racing/results/doncaster/1212/2025-10-12/1325318
1325318,2025-10-12,12:12,Doncaster,7,275,D3,Flat,MINEOLA SWIFT,https://www.timeform.com/greyhound-racing/greyhound-form/mineola-swift/90573,5,3,¾,2-2-,Mid-Wide,5b,M Haythorne,9/4,4.49,0.0,0.0,69,8.99,0.0,0.0,https://www.timeform.com/greyhound-racing/results/doncaster/1212/2025-10-12/1325318
1325318,2025-10-12,12:12,Doncaster,7,275,D3,Flat,ROBERTSTOWN LAD,https://www.timeform.com/greyhound-racing/greyhound-form/robertstown-lad/95498,3,4,1,4-4-,"Mid-Rls,FcdTCk1",4d,D Calvert,10/1,16.7,0.0,0.0,64,8.99,0.0,0.0,https://www.timeform.com/greyhound-racing/results/doncaster/1212/2025-10-12/1325318
1325318,2025-10-12,12:12,Doncaster,7,275,D3,Flat,BALLYMAC GAIL,https://www.timeform.com/greyhound-racing/greyhound-form/ballymac-gail/97892,4,5,1¾,5-5-,"Mid,VSAw",3b,V L Clark,5/2,4.3,0.0,0.0,51,8.99,0.0,0.0,https://www.timeform.com/greyhound-racing/results/doncaster/1212/2025-10-12/1325318
1325320,2025-10-12,12:46,Doncaster,9,275,D2,Flat,BLITZ OF SNOW,https://www.timeform.com/greyhound-racing/greyhound-form/blitz-of-snow/94795,5,1,-,1-1-,"Mid,QAw,ALed,BmpInRr2",4d,M Haythorne,4/1,6.35,0.0,0.0,99,35.34,0.0,0.0,https://www.timeform.com/greyhound-racing/results/doncaster/1246/2025-10-12/1325320
1325320,2025-10-12,12:46,Doncaster,9,275,D2,Flat,ICECOOL BLUEBELL,https://www.timeform.com/greyhound-racing/greyhound-form/icecool-bluebell/94419,3,2,3,2-3-,Mid,4b,D Calvert,6/1,9.33,0.0,0.0,79,35.34,0.0,0.0,https://www.timeform.com/greyhound-racing/results/doncaster/1246/2025-10-12/1325320
1325320,2025-10-12,12:46,Doncaster,9,275,D2,Flat,TASTY CHOICE,https://www.timeform.com/greyhound-racing/greyhound-form/tasty-choice/98604,2,3,½,4-4-,Rls-Mid,4d,V L Clark,11/2,9.15,0.0,0.0,76,35.34,0.0,0.0,https://www.timeform.com/greyhound-racing/results/doncaster/1246/2025-10-12/1325320
1325320,2025-10-12,12:46,Doncaster,9,275,D2,Flat,AZEMAN,https://www.timeform.com/greyhound-racing/greyhound-form/azeman/102217,1,4,1,5-5-,Rls,3d,R J Overton,11/10f,2.46,0.0,0.0,69,35.34,0.0,0.0,https://www.timeform.com/greyhound-racing/results/doncaster/1246/2025-10-12/1325320
1325320,2025-10-12,12:46,Doncaster,9,275,D2,Flat,JAZZA DARCY,https://www.timeform.com/greyhound-racing/greyhound-form/jazza-darcy/95910,4,5,2¾,3-2-,"Mid,Chl,BBlk&Stb2",3b,D Calvert,9/4,4.03,0.0,0.0,56,35.34,0.0,0.0,https://www.timeform.com/greyhound-racing/results/doncaster/1246/2025-10-12/1325320
1325321,2025-10-12,13:03,Doncaster,10,450,B5,Flat,FOND FAVOURITE,https://www.timeform.com/greyhound-racing/greyhound-form/fond-favourite/102555,3,1,-,1111,"Mid-Rls,EP,ALed",3b,V L Clark,13/8,3.38,28.23,2.19,86,8.47,0.0,0.0,https://www.timeform.com/greyhound-racing/results/doncaster/1303/2025-10-12/1325321
1325321,2025-10-12,13:03,Doncaster,10,450,B5,Flat,POSH SCART,https://www.timeform.com/greyhound-racing/greyhound-form/posh-scart/106983,6,2,2½,4422,"Wide,SAw",2d,S Watson,3/1,5.74,28.44,2.34,76,8.47,0.0,0.0,https://www.timeform.com/greyhound-racing/results/doncaster/1303/2025-10-12/1325321
1325321,2025-10-12,13:03,Doncaster,10,450,B5,Flat,FAGANS PETUNIA,https://www.timeform.com/greyhound-racing/greyhound-form/fagans-petunia/97106,1,3,2¼,3233,Rls,3b,M Haythorne,11/2,8.91,28.61,2.25,68,8.47,0.0,0.0,https://www.timeform.com/greyhound-racing/results/doncaster/1303/2025-10-12/1325321
1325321,2025-10-12,13:03,Doncaster,10,450,B5,Flat,HES GOT STYLE,https://www.timeform.com/greyhound-racing/greyhound-form/hes-got-style/109208,5,4,2½,2344,Wide,2d,S Watson,5/4f,2.5,28.82,2.24,58,8.47,0.0,0.0,https://www.timeform.com/greyhound-racing/results/doncaster/1303/2025-10-12/1325321
1325321,2025-10-12,13:03,Doncaster,10,450,B5,Flat,ROSSA DORA,https://www.timeform.com/greyhound-racing/greyhound-form/rossa-dora/99687,2,5,2¼,5555,Rls-Mid,3b,V L Clark,16/1,42.45,28.99,2.31,50,8.47,0.0,0.0,https://www.timeform.com/greyhound-racing/results/doncaster/1303/2025-10-12/1325321
1325322,2025-10-12,13:19,Doncaster,11,450,B4,Flat,BARRONSTOWN JET,https://www.timeform.com/greyhound-racing/greyhound-form/barronstown-jet/105867,4,1,-,1111,"Mid,Led1",2d,R J Overton,1/1f,2.47,28.41,2.23,77,7.98,0.0,0.0,https://www.timeform.com/greyhound-racing/results/doncaster/1319/2025-10-12/1325322
1325322,2025-10-12,13:19,Doncaster,11,450,B4,Flat,MILLHOUSE IAN,https://www.timeform.com/greyhound-racing/greyhound-form/millhouse-ian/103492,5,2,3,4433,"Mid,FcdTCk1",3d,R J Overton,5/1,6.95,28.66,2.3,66,7.98,0.0,0.0,https://www.timeform.com/greyhound-racing/results/doncaster/1319/2025-10-12/1325322
1325322,2025-10-12,13:19,Doncaster,11,450,B4,Flat,FOXS DEN,https://www.timeform.com/greyhound-racing/greyhound-form/foxs-den/97772,1,3,sh,2222,"Rls,Led-1",4b,S A Birks,9/2,6.68,28.67,2.19,65,7.98,0.0,0.0,https://www.timeform.com/greyhound-racing/results/doncaster/1319/2025-10-12/1325322
1325322,2025-10-12,13:19,Doncaster,11,450,B4,Flat,GLITTER MOON,https://www.timeform.com/greyhound-racing/greyhound-form/glitter-moon/97776,6,4,2,5554,"Wide,FcdTCk1",3b,D Calvert,5/1,8.8,28.84,2.35,57,7.98,0.0,0.0,https://www.timeform.com/greyhound-racing/results/doncaster/1319/2025-10-12/1325322
1325322,2025-10-12,13:19,Doncaster,11,450,B4,Flat,ABIGAILS SUNNY,https://www.timeform.com/greyhound-racing/greyhound-form/abigails-sunny/99688,2,5,sh,3345,"Rls,FcdTCk1",3b,D Calvert,11/4,4.82,28.85,2.25,57,7.98,0.0,0.0,https://www.timeform.com/greyhound-racing/results/doncaster/1319/2025-10-12/1325322
1325514,2025-10-12,14:23,Hove,1,500,BAGS A5,Flat,UP THE PACE,https://www.timeform.com/greyhound-racing/greyhound-form/up-the-pace/105052,1,1,-,3211,"Railed,Crd1,DispLd 1/2-Ld 3/4",2b,S A Cahill,8/1,11.0,29.96,3.67,94,42.02,0.0,0.0,https://www.timeform.com/greyhound-racing/results/hove/1423/2025-10-12/1325514
1325514,2025-10-12,14:23,Hove,1,500,BAGS A5,Flat,MARJORIES BOY,https://www.timeform.com/greyhound-racing/greyhound-form/marjories-boy/108152,4,2,1,5433,"SAw,Middle,Blk1,RanOn",2d,P J Browne,3/1,5.04,30.05,3.68,90,42.02,0.0,0.0,https://www.timeform.com/greyhound-racing/results/hove/1423/2025-10-12/1325514
1325514,2025-10-12,14:23,Hove,1,500,BAGS A5,Flat,TULLAMORE PRINCE,https://www.timeform.com/greyhound-racing/greyhound-form/tullamore-prince/97867,5,3,¾,1122,"QAw,Wide,Ld- 1/2,DispLd 1/2- 3/4",3d,S Maplesden,5/2,4.5,30.1,3.53,88,42.02,0.0,0.0,https://www.timeform.com/greyhound-racing/results/hove/1423/2025-10-12/1325514
1325514,2025-10-12,14:23,Hove,1,500,BAGS A5,Flat,KERRS BRAVEHEART,https://www.timeform.com/greyhound-racing/greyhound-form/kerrs-braveheart/104206,3,4,4,2344,"Middle,Crowded1&2",2d,A J Taylor,3/1,5.78,30.42,3.64,74,42.02,0.0,0.0,https://www.timeform.com/greyhound-racing/results/hove/1423/2025-10-12/1325514
1325514,2025-10-12,14:23,Hove,1,500,BAGS A5,Flat,JESS AGAIN,https://www.timeform.com/greyhound-racing/greyhound-form/jess-again/105192,2,5,¾,4555,"RailsToMiddle,Crowded1",2b,B S Green,2/1f,3.54,30.49,3.7,71,42.02,0.0,0.0,https://www.timeform.com/greyhound-racing/results/hove/1423/2025-10-12/1325514
1325515,2025-10-12,14:41,Hove,2,500,A11,Flat,GUN MAKER,https://www.timeform.com/greyhound-racing/greyhound-form/gun-maker/101563,6,1,-,1111,"QAw,Wide,AlwaysLed",3d,D D Knight,7/2,5.77,30.31,3.56,79,24.02,68.79,0.0,https://www.timeform.com/greyhound-racing/results/hove/1441/2025-10-12/1325515
1325515,2025-10-12,14:41,Hove,2,500,A11,Flat,DREAMIN LUNA,https://www.timeform.com/greyhound-racing/greyhound-form/dreamin-luna/107653,3,2,hd,5222,"Middle,WRunIn,RanOn",2b,A J Taylor,9/2,6.18,30.33,3.64,78,24.02,68.79,0.0,https://www.timeform.com/greyhound-racing/results/hove/1441/2025-10-12/1325515
1325515,2025-10-12,14:41,Hove,2,500,A11,Flat,PUNKROCK PITSTOP,https://www.timeform.com/greyhound-racing/greyhound-form/punkrock-pitstop/104872,4,3,2,3333,"Middle,ClearRun",2b,S Maplesden,10/3,4.96,30.5,3.64,71,24.02,68.79,0.0,https://www.timeform.com/greyhound-racing/results/hove/1441/2025-10-12/1325515
1325515,2025-10-12,14:41,Hove,2,500,A11,Flat,SLY ASH,https://www.timeform.com/greyhound-racing/greyhound-form/sly-ash/105193,5,4,2¼,6654,"SAw,MidToWide,ClearRun",3d,S Maplesden,10/3,6.2,30.68,3.69,63,24.02,68.79,0.0,https://www.timeform.com/greyhound-racing/results/hove/1441/2025-10-12/1325515
1325515,2025-10-12,14:41,Hove,2,500,A11,Flat,SLADEYS KNIGHT,https://www.timeform.com/greyhound-racing/greyhound-form/sladeys-knight/104183,2,5,¾,2566,"RlsToMid,Crowded1& 1/4",2d,S Maplesden,6/1,9.4,30.74,3.67,61,24.02,68.79,0.0,https://www.timeform.com/greyhound-racing/results/hove/1441/2025-10-12/1325515
1325515,2025-10-12,14:41,Hove,2,500,A11,Flat,SPEED TIME,https://www.timeform.com/greyhound-racing/greyhound-form/speed-time/102771,1,6,2½,4445,"Railed,Crowded1& 1/4",3b,D A Dark,11/4f,4.52,30.93,3.69,53,24.02,68.79,0.0,https://www.timeform.com/greyhound-racing/results/hove/1441/2025-10-12/1325515
1325516,2025-10-12,15:01,Hove,3,500,BAGS A4,Flat,TIERMANA DILL,https://www.timeform.com/greyhound-racing/greyhound-form/tiermana-dill/90804,1,1,-,2211,"EP,Railed,Led 1/2",4b,A J Taylor,5/2,4.03,30.07,3.57,89,11.76,0.0,0.0,https://www.timeform.com/greyhound-racing/results/hove/1501/2025-10-12/1325516
1325516,2025-10-12,15:01,Hove,3,500,BAGS A4,Flat,FRONT LOADED,https://www.timeform.com/greyhound-racing/greyhound-form/front-loaded/97691,3,2,sh,4332,"Middle,ChallengedRunIn",3d,J T Kingsley,11/4,4.2,30.08,3.65,89,11.76,0.0,0.0,https://www.timeform.com/greyhound-racing/results/hove/1501/2025-10-12/1325516
1325516,2025-10-12,15:01,Hove,3,500,BAGS A4,Flat,FIVE WINTERS,https://www.timeform.com/greyhound-racing/greyhound-form/five-winters/97419,2,3,1½,3455,"Crowded1,Mid&CrdRnIn,RnOn",4b,D D Knight,15/8f,3.79,30.19,3.64,84,11.76,0.0,0.0,https://www.timeform.com/greyhound-racing/results/hove/1501/2025-10-12/1325516
1325516,2025-10-12,15:01,Hove,3,500,BAGS A4,Flat,MAGICAL TESSA,https://www.timeform.com/greyhound-racing/greyhound-form/magical-tessa/102746,4,4,1,5544,"SAw,Middle,CrowdedRunIn",3b,D A Dark,6/1,9.7,30.27,3.65,81,11.76,0.0,0.0,https://www.timeform.com/greyhound-racing/results/hove/1501/2025-10-12/1325516
1325516,2025-10-12,15:01,Hove,3,500,BAGS A4,Flat,RAPIDO WILLOW,https://www.timeform.com/greyhound-racing/greyhound-form/rapido-willow/89761,6,5,hd,1123,"QAw,Wide,LedTo 1/2",4b,A J Taylor,4/1,6.98,30.29,3.48,80,11.76,0.0,0.0,https://www.timeform.com/greyhound-racing/results/hove/1501/2025-10-12/1325516
1325517,2025-10-12,15:19,Hove,4,285,BAGS D4,Flat,RAPIDO MILLER,https://www.timeform.com/greyhound-racing/greyhound-form/rapido-miller/97706,3,1,-,3-1-,"EP,Middle,Led1",3d,A J Taylor,5/1,6.87,0.0,0.0,43,20.78,99.1,0.0,https://www.timeform.com/greyhound-racing/results/hove/1519/2025-10-12/1325517
1325517,2025-10-12,15:19,Hove,4,285,BAGS D4,Flat,MIRUTS YIFTER,https://www.timeform.com/greyhound-racing/greyhound-form/miruts-yifter/109420,4,2,3,4-2-,"Middle,Crowded1",1d,J J Heath,2/1f,3.65,0.0,0.0,24,20.78,99.1,0.0,https://www.timeform.com/greyhound-racing/results/hove/1519/2025-10-12/1325517
1325517,2025-10-12,15:19,Hove,4,285,BAGS D4,Flat,BLING BLING DORA,https://www.timeform.com/greyhound-racing/greyhound-form/bling-bling-dora/100676,5,3,¾,2-3-,"Wide,Crowded1",3b,A J Taylor,11/1,24.49,0.0,0.0,19,20.78,99.1,0.0,https://www.timeform.com/greyhound-racing/results/hove/1519/2025-10-12/1325517
1325517,2025-10-12,15:19,Hove,4,285,BAGS D4,Flat,SHES A JUDGE,https://www.timeform.com/greyhound-racing/greyhound-form/shes-a-judge/105055,1,4,nk,6-5-,"Railed,Crowded1",2b,S A Cahill,11/4,4.48,0.0,0.0,17,20.78,99.1,0.0,https://www.timeform.com/greyhound-racing/results/hove/1519/2025-10-12/1325517
